IS_name	itr1_start_pos	itr1_end_pos	itr2_start_pos	itr2_end_pos	description
IS_length_1942-IPR012337_1302_1749-IPR002559_822_1617	1	31	1912	1942	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily
IS_length_701-PTHR36966_62_557-IPR036515_56_593-IPR036515_62_506-IPR002686_80_416-IPR002686_95_356	1	30	671	701	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1087-IPR002686_482_782-IPR002686_446_782-IPR036515_449_827-IPR036515_425_788-PTHR33360_431_794-PTHR33360:SF2_431_794	1	43	1049	1087	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:SF2:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_1466-IPR002156_66_474-IPR002156_54_477-IPR012337_66_474-PTHR10642:SF23_57_480-PTHR10642_57_480-IPR022892_72_477-IPR022892_57_495-IPR036397_57_489	1	39	1441	1466	IPR002156:Ribonuclease H domain;IPR012337:Ribonuclease H-like superfamily;IPR022892:Ribonuclease HI;IPR036397:Ribonuclease H superfamily;PTHR10642:RIBONUCLEASE H1;PTHR10642:SF23:RIBONUCLEASE H1
IS_length_1292-IPR027806_5_137-IPR038717_942_1179-IPR036397_924_1245	1	32	1264	1292	IPR027806:Harbinger transposase-derived nuclease domain;IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain
IS_length_1501-IPR032877_439_574-IPR002560_634_865-PTHR33498_277_883-IPR002560_899_1322	1	48	1475	1501	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1176-IPR013762_540_1074	1	39	1142	1176	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_988-IPR002559_397_874-IPR025161_157_367	1	33	950	988	IPR002559:Transposase, IS4-like;IPR025161:Putative transposase IS4/IS5 family
IS_length_2700-PTHR35004:SF6_975_2496-IPR036397_1329_1977-PTHR35004_975_2496-IPR012337_1485_1926	1	26	2675	2700	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:SF6:TRANSPOSASE RV3428C-RELATED;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_2860-IPR036397_1989_2676-IPR012337_1992_2670	1	29	2832	2860	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_988-IPR027806_366_777-IPR027805_195_321	1	30	959	988	IPR027805:Transposase, Helix-turn-helix domain;IPR027806:Harbinger transposase-derived nuclease domain
IS_length_1702-IPR001959_761_1148-IPR010095_1214_1433-IPR010095_1061_1295-PTHR30405_332_1445	1	37	1672	1702	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal;PTHR30405:TRANSPOSASE
IS_length_2644-IPR001207_1675_2608-IPR001207_1675_2599	1	33	2614	2644	IPR001207:Transposase, mutator type
IS_length_1605-IPR027806_175_589-IPR027805_13_130	1	27	1578	1605	IPR027805:Transposase, Helix-turn-helix domain;IPR027806:Harbinger transposase-derived nuclease domain
IS_length_2891-IPR002559_2115_2448-PTHR30298_1791_2427-IPR002559_2644_2824	1	26	2847	2891	IPR002559:Transposase, IS4-like;PTHR30298:H REPEAT-ASSOCIATED PREDICTED TRANSPOSASE
IS_length_1501-IPR002560_497_1247-PTHR33498_143_1256-IPR032877_302_437	1	40	1474	1501	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_670-IPR002560_201_447	1	32	645	670	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain
IS_length_1338-IPR001207_195_558	1	30	1307	1338	IPR001207:Transposase, mutator type
IS_length_732-IPR036397_347_611-IPR002514_167_380-IPR012337_392_590	1	35	686	732	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1146-IPR013762_462_987	1	27	1120	1146	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1442-PTHR46889_596_1019	1	50	1416	1442	PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1117-IPR002622_233_578-IPR036397_805_1099-PTHR46564_805_1063-IPR038717_814_1057	1	39	1079	1117	IPR002622:Transposase, Synechocystis PCC 6803;IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain;PTHR46564:TRANSPOSASE
IS_length_1991-IPR013762_893_1457	1	32	1964	1991	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1455-IPR002560_157_952-PTHR33498_139_934	1	28	1421	1455	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1291-IPR001207_81_1149-IPR001207_714_786-IPR001207_102_1185	1	26	1260	1291	IPR001207:Transposase, mutator type
IS_length_1216-PTHR33360:SF2_559_916-PTHR33360_559_916-IPR036515_550_907-IPR036515_568_949-IPR002686_562_904-IPR002686_559_904	1	34	1183	1216	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:SF2:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_1320-IPR002560_1072_1195	1	29	1290	1320	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain
IS_length_1362-IPR001207_641_713-IPR001207_548_734	1	44	1328	1362	IPR001207:Transposase, mutator type
IS_length_1741-IPR012337_552_810-IPR012337_1017_1197	1	33	1707	1741	IPR012337:Ribonuclease H-like superfamily
IS_length_692-IPR036515_40_556-IPR036515_40_454-PTHR36966_46_502-IPR002686_64_436-IPR002686_73_403	1	26	663	692	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1147-IPR027806_189_450	1	45	1120	1147	IPR027806:Harbinger transposase-derived nuclease domain
IS_length_1687-IPR027805_118_220-IPR038717_795_1038-IPR036397_777_1125	1	32	1645	1687	IPR027805:Transposase, Helix-turn-helix domain;IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain
IS_length_1239-IPR036397_680_1070-IPR038717_584_1016-IPR012337_674_1115	1	29	1211	1239	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain
IS_length_1344-IPR001207_531_858	1	32	1318	1344	IPR001207:Transposase, mutator type
IS_length_1439-IPR012337_359_845-IPR036397_359_851-PTHR42648:SF3_89_860-PTHR42648_89_860	1	29	1408	1439	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR42648:SF3:TRANSPOSASE INSK FOR INSERTION SEQUENCE ELEMENT IS150-RELATED;PTHR42648:TRANSPOSASE, PUTATIVE-RELATED
IS_length_1467-IPR013762_760_1375	1	28	1440	1467	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_622-IPR002686_107_446-IPR002686_104_446-IPR036515_83_470-IPR036515_89_446-PTHR33360_92_449	1	42	587	622	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_2986-PTHR13620:SF45_1335_1881-IPR036397_1308_1884-IPR012337_1350_1893	1	26	2951	2986	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR13620:SF45:POLYNUCLEOTIDYL TRANSFERASE, RIBONUCLEASE H-LIKE SUPERFAMILY PROTEIN-RELATED
IS_length_1680-IPR013762_450_996	1	27	1652	1680	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1414-IPR013762_727_1294	1	26	1389	1414	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2718-IPR002559_545_1253-PTHR30298_266_1373-IPR012337_581_1181	1	40	2692	2718	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR30298:H REPEAT-ASSOCIATED PREDICTED TRANSPOSASE
IS_length_2012-IPR013762_831_1374	1	33	1980	2012	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1958-IPR013762_839_1340	1	34	1925	1958	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1149-IPR036397_543_996-IPR012337_552_984-IPR025246_39_162-PTHR10948_30_969	1	31	1119	1149	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_1857-IPR002560_1363_1789-IPR002560_670_967-PTHR33498_292_1816	1	31	1825	1857	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1465-PTHR33498_568_1399-IPR002560_577_1405	1	41	1435	1465	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_2292-IPR008878_261_573-IPR008878_279_558-IPR024463_786_975-IPR004291_1224_2049-IPR039552_2070_2193-IPR024474_1029_1158	1	26	2264	2292	IPR004291:Transposase IS66, central domain;IPR008878:Transposase IS66, Orf2;IPR024463:Transposase TnpC, homeodomain;IPR024474:Transposase IS66, zinc-finger binding domain of;IPR039552:Transposase IS66, C-terminal
IS_length_1827-IPR002559_1030_1636-PTHR35604_649_1657-IPR008490_766_985	1	41	1791	1827	IPR002559:Transposase, IS4-like;IPR008490:Transposase InsH, N-terminal;PTHR35604:TRANSPOSASE INSH FOR INSERTION SEQUENCE ELEMENT IS5A-RELATED
IS_length_2689-IPR013762_2506_2677	1	32	2658	2689	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2992-IPR013762_680_1157-IPR013762_2510_2987	1	35	2949	2992	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2832-IPR001207_2427_2613-IPR001207_2520_2592	1	48	2796	2832	IPR001207:Transposase, mutator type
IS_length_1926-IPR013762_1110_1722	1	31	1900	1926	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_777-IPR002560_272_725-PTHR33498_314_725	1	26	749	777	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1019-IPR008490_148_265	1	37	985	1019	IPR008490:Transposase InsH, N-terminal
IS_length_808-IPR005063_381_735	1	27	782	808	IPR005063:Transposase, IS1
IS_length_2481-PTHR30405_977_2078-IPR010095_1697_1937-IPR001959_1457_1793	1	27	2455	2481	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal;PTHR30405:TRANSPOSASE
IS_length_1143-PTHR46889_38_371-IPR012337_38_368-IPR036397_35_371-IPR012337_955_1126-PTHR46889_946_1132	1	31	1109	1143	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1166-IPR036515_324_804-IPR036515_321_819-PTHR36966_273_798-IPR002686_354_783-IPR002686_339_792	1	26	1140	1166	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_2098-IPR013762_5_425-IPR013762_1643_2090	1	35	2064	2098	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2207-IPR013762_1570_2104	1	32	2179	2207	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1130-IPR001598_818_866-IPR025246_38_164-IPR012337_551_989-IPR036397_527_992-PTHR10948_35_980	1	28	1087	1130	IPR001598:Transposase, IS30, conserved site;IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_1069-IPR001207_128_341	1	30	1042	1069	IPR001207:Transposase, mutator type
IS_length_2822-IPR027806_0_357-IPR027806_2444_2729	1	30	2796	2822	IPR027806:Harbinger transposase-derived nuclease domain
IS_length_1020-IPR002686_260_740-IPR002686_269_740-IPR036515_245_770-IPR036515_257_755-PTHR36966_200_749	1	34	990	1020	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1511-IPR027806_111_360-IPR027806_1116_1431	1	28	1485	1511	IPR027806:Harbinger transposase-derived nuclease domain
IS_length_1077-IPR036397_33_459-PTHR46564_81_405-IPR038717_48_405-IPR012337_159_459-IPR002622_572_872	1	28	1040	1077	IPR002622:Transposase, Synechocystis PCC 6803;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain;PTHR46564:TRANSPOSASE
IS_length_690-PTHR10948_125_416-IPR012337_140_419	1	31	660	690	IPR012337:Ribonuclease H-like superfamily;PTHR10948:TRANSPOSASE
IS_length_993-IPR002559_550_808	1	35	959	993	IPR002559:Transposase, IS4-like
IS_length_1418-PTHR35004_177_1272-IPR036397_522_1005-IPR012337_510_1005	1	30	1390	1418	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_668-IPR002686_141_540-IPR002686_126_540-IPR036515_111_573-IPR036515_120_546-PTHR36966_93_546	1	31	636	668	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_2607-IPR012337_407_917-IPR036397_401_908	1	29	2569	2607	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2383-IPR012337_594_1104-IPR036397_588_1095	1	42	2344	2383	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1511-IPR002560_136_349	1	39	1473	1511	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain
IS_length_1415-IPR027806_331_655	1	31	1385	1415	IPR027806:Harbinger transposase-derived nuclease domain
IS_length_1509-IPR002560_203_440	1	31	1478	1509	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain
IS_length_918-IPR002686_100_454-IPR002686_88_460-IPR036515_64_478-IPR036515_64_583-PTHR36966_70_523	1	32	886	918	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1152-IPR036397_544_1114-IPR038717_640_1054	1	46	1123	1152	IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain
IS_length_2514-IPR013762_665_989-IPR013762_2177_2507	1	35	2472	2514	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1696-IPR001207_707_779-IPR001207_338_1148-IPR001207_335_1142	1	30	1667	1696	IPR001207:Transposase, mutator type
IS_length_838-IPR002560_3_285-IPR002560_603_750	1	29	810	838	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain
IS_length_2792-IPR024445_293_572-IPR024445_290_572	1	30	2760	2792	IPR024445:ISXO2-like transposase domain
IS_length_2681-IPR001959_1269_1647-IPR021027_762_897-IPR010095_1554_1767-IPR010095_1686_1893-PTHR30405_816_1893	1	39	2652	2681	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal;IPR021027:Transposase, putative, helix-turn-helix domain;PTHR30405:TRANSPOSASE
IS_length_1839-IPR013762_607_1132	1	26	1814	1839	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2937-IPR001207_1286_1502-IPR001207_1286_1508-IPR001207_1655_1820-IPR001207_1984_2215	1	26	2912	2937	IPR001207:Transposase, mutator type
IS_length_2939-PTHR35004_1787_2264-IPR012337_1829_2255-IPR036397_1787_2303	1	38	2902	2939	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_1055-IPR013762_398_968	1	37	1019	1055	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1907-IPR036397_116_590-IPR012337_119_581	1	28	1882	1907	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1440-IPR013762_525_1086	1	26	1415	1440	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1447-IPR013762_754_1318	1	32	1416	1447	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1988-PTHR35604_0_243-IPR002559_6_213-IPR002559_1731_1941-PTHR35604_1725_1971	1	38	1946	1988	IPR002559:Transposase, IS4-like;PTHR35604:TRANSPOSASE INSH FOR INSERTION SEQUENCE ELEMENT IS5A-RELATED
IS_length_2682-IPR036397_1312_1960-PTHR35004_952_2392-IPR012337_1468_1909	1	26	2657	2682	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_2683-IPR027806_5_170-IPR027806_2465_2630	1	28	2656	2683	IPR027806:Harbinger transposase-derived nuclease domain
IS_length_1957-IPR013762_741_1293	1	40	1918	1957	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1149-IPR036397_310_793-IPR012337_298_787-PTHR46889_121_802	1	32	1118	1149	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2589-IPR008490_228_396-PTHR35604_102_396	1	30	2560	2589	IPR008490:Transposase InsH, N-terminal;PTHR35604:TRANSPOSASE INSH FOR INSERTION SEQUENCE ELEMENT IS5A-RELATED
IS_length_2692-IPR013762_913_1456	1	29	2664	2692	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1059-IPR002686_405_858-IPR002686_420_849-PTHR36966_339_864-IPR036515_390_870-IPR036515_387_885	1	27	1020	1059	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1556-PTHR35604_194_1403-IPR008490_293_512-IPR025668_1172_1403	1	35	1519	1556	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR35604:TRANSPOSASE INSH FOR INSERTION SEQUENCE ELEMENT IS5A-RELATED
IS_length_1451-IPR002560_516_1284-IPR029261_156_282-PTHR33498_147_1308	1	39	1424	1451	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1445-IPR002560_614_1028-IPR029261_266_392-PTHR33498_257_968-IPR002560_1120_1327	1	28	1396	1445	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1465-IPR012337_316_808-PTHR46889_37_811-IPR036397_316_805	1	27	1424	1465	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1470-IPR036515_792_1173-IPR036515_774_1131-IPR002686_789_1128-IPR002686_783_1128	1	26	1436	1470	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily
IS_length_1347-IPR001207_795_867-IPR001207_141_1230-IPR001207_150_1296-PTHR33217:SF5_150_1296	1	29	1320	1347	IPR001207:Transposase, mutator type;PTHR33217:SF5:MUTATOR FAMILY TRANSPOSASE
IS_length_1842-IPR008490_338_551-IPR025668_1349_1724-PTHR33408_197_1739	1	27	1816	1842	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_2975-IPR008490_117_327-PTHR35604_0_381-IPR008490_2699_2909-PTHR35604_2582_2963	1	31	2945	2975	IPR008490:Transposase InsH, N-terminal;PTHR35604:TRANSPOSASE INSH FOR INSERTION SEQUENCE ELEMENT IS5A-RELATED
IS_length_1454-IPR012337_378_567-IPR036397_375_588	1	32	1426	1454	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1455-IPR029261_74_197-IPR002560_434_1202-PTHR33498_68_1235	1	35	1429	1455	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1408-IPR012337_81_186-IPR012337_492_804-IPR036397_477_804-PTHR42648_315_804-IPR002514_1021_1261	1	49	1377	1408	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR42648:TRANSPOSASE, PUTATIVE-RELATED
IS_length_1354-IPR036397_565_1039-IPR012337_583_982	1	29	1325	1354	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1646-IPR012337_72_303-IPR036397_63_330	1	41	1610	1646	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1072-IPR001207_177_399	1	33	1044	1072	IPR001207:Transposase, mutator type
IS_length_1186-IPR024445_481_1024-IPR024445_673_1024-IPR024442_130_262	1	26	1151	1186	IPR024442:Transposase, zinc-ribbon;IPR024445:ISXO2-like transposase domain
IS_length_1313-PTHR33498_67_934-IPR002560_214_919-IPR029261_1071_1146	1	30	1284	1313	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1613-IPR013762_1001_1526	1	32	1582	1613	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1873-IPR013762_1156_1681	1	30	1844	1873	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1855-IPR002514_404_560-PTHR46889_835_1603-IPR012337_1108_1594-IPR036397_1111_1597	1	32	1824	1855	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1513-IPR012337_455_926-IPR036397_440_968-PTHR42648_128_941-IPR002514_1120_1360	1	49	1478	1513	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR42648:TRANSPOSASE, PUTATIVE-RELATED
IS_length_2982-IPR013762_1731_2256	1	26	2957	2982	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1092-IPR012337_1_397-IPR036397_1_340	1	26	1067	1092	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_922-IPR002560_35_203-IPR002560_375_666	1	42	893	922	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain
IS_length_1065-IPR001207_442_922	1	36	1038	1065	IPR001207:Transposase, mutator type
IS_length_1478-IPR029261_288_414-IPR002560_648_1416-PTHR33498_282_1449	1	50	1451	1478	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_2752-IPR013762_1275_1827	1	27	2726	2752	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1044-IPR025668_551_899	1	26	1010	1044	IPR025668:Transposase DDE domain
IS_length_803-IPR013762_161_716	1	31	773	803	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_758-IPR013762_101_671	1	26	733	758	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2759-IPR036397_490_1057-PTHR35004_124_1366-IPR012337_511_997	1	44	2716	2759	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_2700-IPR013762_924_1473	1	26	2675	2700	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2149-IPR013762_870_1416	1	26	2124	2149	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1945-IPR013762_824_1385	1	32	1914	1945	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1837-IPR001959_819_1149-IPR010095_1074_1272-IPR010095_1191_1428-IPR021027_192_327-PTHR30405_219_1422	1	30	1808	1837	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal;IPR021027:Transposase, putative, helix-turn-helix domain;PTHR30405:TRANSPOSASE
IS_length_1276-IPR036397_64_535-IPR012337_64_520	1	40	1241	1276	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2671-IPR036397_598_1105-PTHR35004_220_1540-IPR012337_667_1063	1	33	2639	2671	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_1323-IPR029261_114_246-IPR032877_273_420-IPR002560_468_1179-PTHR33498_75_1182	1	28	1296	1323	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_930-PTHR36966_79_487-IPR036515_73_448-IPR036515_73_559-IPR002686_106_397-IPR002686_94_430	1	32	899	930	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1058-PTHR33498_7_835-IPR002560_121_835	1	30	1022	1058	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1347-IPR018289_574_709	1	26	1321	1347	IPR018289:MULE transposase domain
IS_length_1610-IPR001207_205_1309-IPR001207_184_1372-IPR001207_871_943-PTHR33217:SF8_184_1372	1	41	1570	1610	IPR001207:Transposase, mutator type;PTHR33217:SF8:MUTATOR FAMILY TRANSPOSASE
IS_length_1570-IPR001207_836_908-IPR001207_149_1334-IPR001207_152_1271	1	42	1524	1570	IPR001207:Transposase, mutator type
IS_length_1046-IPR013762_413_974	1	43	1013	1046	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1509-IPR036397_926_1424-PTHR46889_638_1415-IPR012337_920_1400	1	32	1478	1509	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_736-IPR024445_32_440-IPR024445_26_440	1	36	710	736	IPR024445:ISXO2-like transposase domain
